"language","license","rightsHolder","bibliographicCitation","institutionID","datasetID","datasetName","taxonID","scientificName","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","nomenclaturalCode"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:03cbfe42032d1df9f4231363c02ca9d0","Dianthus barbatus","Plantae","","","","Dianthus","barbatus","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:7701432dae01ec6ee2eb4c611773f87d","Dianthus chinensis","Plantae","","","","Dianthus","chinensis","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:353c03cb4a6cdc5e2229bd806f1b2ebb","Distichlis","Plantae","","","","Distichlis","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:437376fa8fa57a92cfb2ab61d4b093f1","Duchesnea indica","Plantae","","","","Duchesnea","indica","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:f69ca1be0ffc03d112ce15b1d34adc49","Elymus athericus","Plantae","","","","Elymus","athericus","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:4d572dd98e6344d53f0d98c87461e861","Elymus caninus","Plantae","","","","Elymus","caninus","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:68ebf920eeebaa4d7ba8c23878b563dd","Elymus repens","Plantae","","","","Elymus","repens","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:8923a77581146838040aaa4cf52ad61e","Epilobium angustifolium","Plantae","","","","Epilobium","angustifolium","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:6c0df943d8cff7ba8fc53bdde4dba95b","Epilobium hirsutum","Plantae","","","","Epilobium","hirsutum","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:8a892448832be323b39ad9f14ebae6a0","Epilobium montanum","Plantae","","","","Epilobium","montanum","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:df06e4629eab876a6582eaa277f8177a","Epilobium obscurum","Plantae","","","","Epilobium","obscurum","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:48f6f8674831e6769d9c03ad7f84b888","Epilobium palustre","Plantae","","","","Epilobium","palustre","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:87f3122d77cef533089e040f2f20d43f","Epilobium roseum","Plantae","","","","Epilobium","roseum","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:4adb197f9798dd1957675d723e3e8b48","Eryngium campestre","Plantae","","","","Eryngium","campestre","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:89f2caf61c4279cca5b401a8ec92457f","Erythronium dens-canis","Plantae","","","","Erythronium","dens-canis","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:af7e266b45fa9ff4f21c6579c48f4cf7","Euonymus","Plantae","","","","Euonymus","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:2f29e2d03ad9177d168ee1f6048e2304","Euphorbia","Plantae","","","","Euphorbia","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:212569e9580b44ba0c05b512fad15e0c","Euphorbia amygdaloides","Plantae","","","","Euphorbia","amygdaloides","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:882c24ed25b7617f654e5bc987e828d4","Euphorbia chamaesyce","Plantae","","","","Euphorbia","chamaesyce","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:68778fa115da8d67a7f59215708d2802","Euphorbia cyparissias","Plantae","","","","Euphorbia","cyparissias","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:c9c49f1b8970c8b0636403d992eb19a1","Euphorbia esula","Plantae","","","","Euphorbia","esula","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:ddcc5cb3ae17e170bbe58cf405e90e2e","Euphorbia exigua","Plantae","","","","Euphorbia","exigua","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:cf89dbd8df0cae95c76e0ef0ca04ab41","Euphorbia helioscopia","Plantae","","","","Euphorbia","helioscopia","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:199f8ee3246c1f6155191f286661deff","Euphorbia paralias","Plantae","","","","Euphorbia","paralias","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:605bb770accf23f99c6c54858edcee00","Euphorbia peplus","Plantae","","","","Euphorbia","peplus","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:da7ec0256c652e4710d75d534070306c","Euphrasia stricta","Plantae","","","","Euphrasia","stricta","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:251f0afbc5a7d3fb1dfef5c7b8f6f939","Falcaria vulgaris","Plantae","","","","Falcaria","vulgaris","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:4ec68ba6bca538b9dcf7ac550d0f2278","Fallopia convolvulus","Plantae","","","","Fallopia","convolvulus","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:8cf6124463c9294355aee4df947d9382","Fallopia dumetorum","Plantae","","","","Fallopia","dumetorum","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:3b7508b877b71e48b52edb03e9e32a39","Festuca","Plantae","","","","Festuca","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:ec561380e3c4a057ddbfda17a53dbb4d","Festuca arundinacea","Plantae","","","","Festuca","arundinacea","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:950846830639093a6a23fb5034acc0fb","Festuca rubra","Plantae","","","","Festuca","rubra","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:bf85b739e31edb98ea5d14fa0f4b61a4","Filipendula ulmaria","Plantae","","","","Filipendula","ulmaria","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:4615178ed1dba52303673506c6910054","Frangula alnus","Plantae","","","","Frangula","alnus","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:ac6d1b6a3f09462973c5e0105e5ca88d","Fritillaria","Plantae","","","","Fritillaria","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:178d16090b45b0906f8b2345f1e527a9","Galium","Plantae","","","","Galium","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:3cb1176f7c291a4f2e6cd4864cf22842","Galium aparine","Plantae","","","","Galium","aparine","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:eaf2532e4ff02a10fc21b36d5ce358d3","Galium mollugo","Plantae","","","","Galium","mollugo","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:d6bd1578b33310aa7584a580f331a340","Galium odoratum","Plantae","","","","Galium","odoratum","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:8a417552c7cf55744bfabccf84f8a1ca","Galium verum","Plantae","","","","Galium","verum","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:d3dff8c987744bb498113b27bc1df5f1","Genista","Plantae","","","","Genista","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:f0bf3c0883ea3a1ba995168cf7fda26d","Genistella sagittalis","Plantae","","","","Genistella","sagittalis","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:a21b8fc7a0b0d1ae657999bc476b9eb9","Gentiana pneumonanthe","Plantae","","","","Gentiana","pneumonanthe","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:a7d0e153a8b5ab81522191f2822ca7d5","Gentianella","Plantae","","","","Gentianella","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:c1ba819d8f2aab2f5ca8b0068c756a55","Geranium","Plantae","","","","Geranium","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:fc9f269a4500cb3996f11f070ad8a216","Geranium dissectum","Plantae","","","","Geranium","dissectum","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:633c659bd50a8772bbcf82c21d5b1545","Geranium molle","Plantae","","","","Geranium","molle","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:68bc1468c91bb75258dd29ac359e9ea1","Geranium pusillum","Plantae","","","","Geranium","pusillum","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:650d74259913f00746f8a3245ed6ecdb","Geranium pyrenaicum","Plantae","","","","Geranium","pyrenaicum","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:94d739276a9f0799b4164685a23f3e34","Geranium sylvaticum","Plantae","","","","Geranium","sylvaticum","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:7cad4ceb4b4aaa2058823ea1e9946190","Glaux maritima","Plantae","","","","Glaux","maritima","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:4058fa1efdaa7fd09e61e51963754326","Glechoma hederacea","Plantae","","","","Glechoma","hederacea","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:3b81ad59c33158c24c44317c8dc3ba37","Globularia vulgaris","Plantae","","","","Globularia","vulgaris","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:08f9380dc54d6cc9ec20cb35bf0d9040","Hedysarum hedysaroides","Plantae","","","","Hedysarum","hedysaroides","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:87372ad656be9dfa8aea3a1f84c23b70","Helianthus tuberosus","Plantae","","","","Helianthus","tuberosus","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:06868770774996fd326e517e20240607","Hepatica","Plantae","","","","Hepatica","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:b34a4ca3896fd6637c15ae3701c5a892","Heracleum sphondylium","Plantae","","","","Heracleum","sphondylium","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:83469c78e4dd04bb01b054f02c85904d","Herniaria hirsuta","Plantae","","","","Herniaria","hirsuta","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:eeefe837a6dbb313e002018faf219b61","Hieracium","Plantae","","","","Hieracium","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:e11da7533c310d072558e0795cbf3812","Hieracium sabaudum","Plantae","","","","Hieracium","sabaudum","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:f9f32d9611c338840b7e30ee53f94546","Hieracium umbellatum","Plantae","","","","Hieracium","umbellatum","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:045aadc64ec47ab744714c661ceba995","Hippocrepis comosa","Plantae","","","","Hippocrepis","comosa","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:a3dd07993e3e1b4c1eccc1d5b2bfc4e5","Holcus lanatus","Plantae","","","","Holcus","lanatus","","species","","ICN"
