taxonID,resourceID,relatedResourceID,relationshipOfResource,relationshipAccordingTo
uredinales-belgium-checklist:taxon:c85be5aa36424a4781d2aaa3772f0be0,uredinales-belgium-checklist:taxon:beb6be195330d55fa635716c5779a002,uredinales-belgium-checklist:taxon:c85be5aa36424a4781d2aaa3772f0be0,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 21"
uredinales-belgium-checklist:taxon:c104ec5fdc2c3a298734df875cd85c93,uredinales-belgium-checklist:taxon:b6254396c54c9593a0d9a439e5d284ac,uredinales-belgium-checklist:taxon:c104ec5fdc2c3a298734df875cd85c93,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 21"
uredinales-belgium-checklist:taxon:e798699c9617181732cde7b9145cced5,uredinales-belgium-checklist:taxon:53fd36bb71b8d7ae9c1c7bd1de764161,uredinales-belgium-checklist:taxon:e798699c9617181732cde7b9145cced5,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 22"
uredinales-belgium-checklist:taxon:89f4bcf21aac1c392ae7a7aa13572647,uredinales-belgium-checklist:taxon:585881435880f9dd242d0a3024ddb829,uredinales-belgium-checklist:taxon:89f4bcf21aac1c392ae7a7aa13572647,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 22"
uredinales-belgium-checklist:taxon:8db7c0c1f0fba8347d007c7a6657ba37,uredinales-belgium-checklist:taxon:6f42ec3e011ea5055fc47b7c5691259c,uredinales-belgium-checklist:taxon:8db7c0c1f0fba8347d007c7a6657ba37,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 22"
uredinales-belgium-checklist:taxon:fe99c6d9561bdf72f76c48576f6f09e4,uredinales-belgium-checklist:taxon:53ad5f51e1417ccacdb8f3522b72f8ba,uredinales-belgium-checklist:taxon:fe99c6d9561bdf72f76c48576f6f09e4,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 22"
uredinales-belgium-checklist:taxon:5d638a409e6e5ec1a179f9ebf35a2816,uredinales-belgium-checklist:taxon:ad1e08085a74b29c2c55630da47a09bc,uredinales-belgium-checklist:taxon:5d638a409e6e5ec1a179f9ebf35a2816,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 22"
uredinales-belgium-checklist:taxon:c17ac082dad4b85c583cd91e8fadb24e,uredinales-belgium-checklist:taxon:900c79f2acf593067526bab65f89cca0,uredinales-belgium-checklist:taxon:c17ac082dad4b85c583cd91e8fadb24e,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 23"
uredinales-belgium-checklist:taxon:1f707332aab50f779cbe87cf4d2af9ee,uredinales-belgium-checklist:taxon:1dce15bf66a26b969365b2d2c0946f65,uredinales-belgium-checklist:taxon:1f707332aab50f779cbe87cf4d2af9ee,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 11"
uredinales-belgium-checklist:taxon:6f221ecd0c44473cb681e0149e7d3653,uredinales-belgium-checklist:taxon:212569e9580b44ba0c05b512fad15e0c,uredinales-belgium-checklist:taxon:6f221ecd0c44473cb681e0149e7d3653,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 11"
uredinales-belgium-checklist:taxon:59128ec6fa156bbbfc1de13ceb74a601,uredinales-belgium-checklist:taxon:f359ce6159f3c1bdba77968041144ffe,uredinales-belgium-checklist:taxon:59128ec6fa156bbbfc1de13ceb74a601,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 12"
uredinales-belgium-checklist:taxon:534ac53c6991764e583213923739f679,uredinales-belgium-checklist:taxon:38839709a533bb218c9be05fada62537,uredinales-belgium-checklist:taxon:534ac53c6991764e583213923739f679,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 12"
uredinales-belgium-checklist:taxon:f6d717f78f71db3a04aa2c1fc31e02d7,uredinales-belgium-checklist:taxon:5395e9bd0c00c4ec39672522d356cd31,uredinales-belgium-checklist:taxon:f6d717f78f71db3a04aa2c1fc31e02d7,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 12"
uredinales-belgium-checklist:taxon:4be9e55981639b6c2313df107c9f3a00,uredinales-belgium-checklist:taxon:43d2735882724170aeff22481027eb24,uredinales-belgium-checklist:taxon:4be9e55981639b6c2313df107c9f3a00,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 12"
uredinales-belgium-checklist:taxon:cbc6cf54cc78296cfce736fb06521635,uredinales-belgium-checklist:taxon:b37e66776feb9bff0c94025f56a18fa9,uredinales-belgium-checklist:taxon:cbc6cf54cc78296cfce736fb06521635,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 13"
uredinales-belgium-checklist:taxon:e508d8060b63e3f6293e2cedecd4f575,uredinales-belgium-checklist:taxon:90b0865ddf0f222872292469b5137f37,uredinales-belgium-checklist:taxon:e508d8060b63e3f6293e2cedecd4f575,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:81842bf5fb03b86dacfe6ca5d5dcf72b,uredinales-belgium-checklist:taxon:62c31a28eadf4815a382bb3de82de3e8,uredinales-belgium-checklist:taxon:81842bf5fb03b86dacfe6ca5d5dcf72b,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:a4194bee7e6eef7367888241b0a4ae8c,uredinales-belgium-checklist:taxon:ac6d1b6a3f09462973c5e0105e5ca88d,uredinales-belgium-checklist:taxon:a4194bee7e6eef7367888241b0a4ae8c,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:ff7f86c10c86c26ce6fbb3d5d4cd956a,uredinales-belgium-checklist:taxon:2f29e2d03ad9177d168ee1f6048e2304,uredinales-belgium-checklist:taxon:ff7f86c10c86c26ce6fbb3d5d4cd956a,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:5c448468d6f0ce0067c82a9ffc9e9481,uredinales-belgium-checklist:taxon:3e4a0c3182ad5e8d37af95de5959abcf,uredinales-belgium-checklist:taxon:5c448468d6f0ce0067c82a9ffc9e9481,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 15"
uredinales-belgium-checklist:taxon:47520e3453705a0a326d6334c9b2cd96,uredinales-belgium-checklist:taxon:be5ca38d528db391a91d048200b9c0ed,uredinales-belgium-checklist:taxon:47520e3453705a0a326d6334c9b2cd96,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 15"
uredinales-belgium-checklist:taxon:4acf18489f28ee9204a49c58ef90cd3e,uredinales-belgium-checklist:taxon:62dc7c0ecd5d2672273ca64e07865f0a,uredinales-belgium-checklist:taxon:4acf18489f28ee9204a49c58ef90cd3e,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 15"
uredinales-belgium-checklist:taxon:a16ce6c54a0ebbf616538ca658cf29d0,uredinales-belgium-checklist:taxon:12c13708e474bd6c3b37154091375a38,uredinales-belgium-checklist:taxon:a16ce6c54a0ebbf616538ca658cf29d0,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 15"
uredinales-belgium-checklist:taxon:84ca933ae54d1afbfeebae920878b855,uredinales-belgium-checklist:taxon:266756adb51853d4fa43dbbc845f898d,uredinales-belgium-checklist:taxon:84ca933ae54d1afbfeebae920878b855,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:8b039e480746ec727316c1ad56ed8759,uredinales-belgium-checklist:taxon:8867819f38b85d4669981ee9e32c9851,uredinales-belgium-checklist:taxon:8b039e480746ec727316c1ad56ed8759,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:b0a0df79dcce17ac2821edc3d94608ba,uredinales-belgium-checklist:taxon:fd8c1acd72f0a23e0cdc3943e4ab0a46,uredinales-belgium-checklist:taxon:b0a0df79dcce17ac2821edc3d94608ba,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:d2a373f0bb80c10c5f1fdf13ef15a591,uredinales-belgium-checklist:taxon:7701432dae01ec6ee2eb4c611773f87d,uredinales-belgium-checklist:taxon:d2a373f0bb80c10c5f1fdf13ef15a591,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:aef1197446c5d490d0a34afcb570736d,uredinales-belgium-checklist:taxon:a1d13d91c31ef10bd623dddc05d76270,uredinales-belgium-checklist:taxon:aef1197446c5d490d0a34afcb570736d,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:b474e9e991e1655a39f8f05fbdd61f09,uredinales-belgium-checklist:taxon:89f2caf61c4279cca5b401a8ec92457f,uredinales-belgium-checklist:taxon:b474e9e991e1655a39f8f05fbdd61f09,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:4dbf77da2394ae83a857a8fd23076d61,uredinales-belgium-checklist:taxon:68778fa115da8d67a7f59215708d2802,uredinales-belgium-checklist:taxon:4dbf77da2394ae83a857a8fd23076d61,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:ac3a761f1ff629f7dddb52f53d202a21,uredinales-belgium-checklist:taxon:16d520c77835c5c376a6db1b61c8cb35,uredinales-belgium-checklist:taxon:ac3a761f1ff629f7dddb52f53d202a21,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:95ec39d2799da222fb52069955568264,uredinales-belgium-checklist:taxon:27ba5c547a18ddcb6778c25174aae755,uredinales-belgium-checklist:taxon:95ec39d2799da222fb52069955568264,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:276e8bbad7cc2c6afe096b234d4011b0,uredinales-belgium-checklist:taxon:fc9f269a4500cb3996f11f070ad8a216,uredinales-belgium-checklist:taxon:276e8bbad7cc2c6afe096b234d4011b0,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:8948a47e9c537d77e6fc2cfafeb96912,uredinales-belgium-checklist:taxon:08f9380dc54d6cc9ec20cb35bf0d9040,uredinales-belgium-checklist:taxon:8948a47e9c537d77e6fc2cfafeb96912,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 19"
uredinales-belgium-checklist:taxon:476119a4d44e766ef9bc2881faf9d741,uredinales-belgium-checklist:taxon:2c66089959622caf5424644e1ce1db76,uredinales-belgium-checklist:taxon:476119a4d44e766ef9bc2881faf9d741,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 19"
uredinales-belgium-checklist:taxon:0c2aa27ddcb4a57ddfa530c7eb10b7c0,uredinales-belgium-checklist:taxon:68778fa115da8d67a7f59215708d2802,uredinales-belgium-checklist:taxon:0c2aa27ddcb4a57ddfa530c7eb10b7c0,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 19"
uredinales-belgium-checklist:taxon:31a7b7c86801625837f41de7bcd7ebc3,uredinales-belgium-checklist:taxon:9be0fb87197a919a5faedf8af42f7fe2,uredinales-belgium-checklist:taxon:31a7b7c86801625837f41de7bcd7ebc3,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:958c8eb6297e3ce6ce245d56c2de4852,uredinales-belgium-checklist:taxon:7cad4ceb4b4aaa2058823ea1e9946190,uredinales-belgium-checklist:taxon:958c8eb6297e3ce6ce245d56c2de4852,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:c7567e95e60a748a240f46d0050fe3c4,uredinales-belgium-checklist:taxon:81cad47573258b77590b58eabcbbb8fc,uredinales-belgium-checklist:taxon:c7567e95e60a748a240f46d0050fe3c4,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:e29dff08f91fa54891b2f4260768aab4,uredinales-belgium-checklist:taxon:93c0832385fc0118efd88fc152cbf7a3,uredinales-belgium-checklist:taxon:e29dff08f91fa54891b2f4260768aab4,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:db30e4164ac55bc088ba3f152100628f,uredinales-belgium-checklist:taxon:68778fa115da8d67a7f59215708d2802,uredinales-belgium-checklist:taxon:db30e4164ac55bc088ba3f152100628f,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:93f35f879326ce93d87dbc89337563ba,uredinales-belgium-checklist:taxon:552e7e13fcbf7fb57af532756412129f,uredinales-belgium-checklist:taxon:93f35f879326ce93d87dbc89337563ba,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 21"
uredinales-belgium-checklist:taxon:707fd9d684e98519a5b29669448d498d,uredinales-belgium-checklist:taxon:882c24ed25b7617f654e5bc987e828d4,uredinales-belgium-checklist:taxon:707fd9d684e98519a5b29669448d498d,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 21"
uredinales-belgium-checklist:taxon:e903608c8102d764e7232e4ffb9c8289,uredinales-belgium-checklist:taxon:27ba5c547a18ddcb6778c25174aae755,uredinales-belgium-checklist:taxon:e903608c8102d764e7232e4ffb9c8289,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 21"
uredinales-belgium-checklist:taxon:142bcba56ba40c6e961f02ad08458b7a,uredinales-belgium-checklist:taxon:55ef32c4d4cf450e4894a756db5cf44d,uredinales-belgium-checklist:taxon:142bcba56ba40c6e961f02ad08458b7a,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 22"
uredinales-belgium-checklist:taxon:cc8a492ceeb88c64a484994fc6643df6,uredinales-belgium-checklist:taxon:0b9749610962f006365ec9156cd8cd02,uredinales-belgium-checklist:taxon:cc8a492ceeb88c64a484994fc6643df6,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 22"
uredinales-belgium-checklist:taxon:ee7e4379f90f07d90fe2539098c80ea1,uredinales-belgium-checklist:taxon:68778fa115da8d67a7f59215708d2802,uredinales-belgium-checklist:taxon:ee7e4379f90f07d90fe2539098c80ea1,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 22"
uredinales-belgium-checklist:taxon:4c2af508082118cd942d179d45935d7b,uredinales-belgium-checklist:taxon:31e3fb27fb715262fd073b62195c6981,uredinales-belgium-checklist:taxon:4c2af508082118cd942d179d45935d7b,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 23"
uredinales-belgium-checklist:taxon:db8bd1cd048b451ea1ad96b20376bc99,uredinales-belgium-checklist:taxon:68778fa115da8d67a7f59215708d2802,uredinales-belgium-checklist:taxon:db8bd1cd048b451ea1ad96b20376bc99,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 23"
uredinales-belgium-checklist:taxon:19471624a8c10c102433c4f2eb7bc6a6,uredinales-belgium-checklist:taxon:fe6fe0ca2f523e22796653bf10885c91,uredinales-belgium-checklist:taxon:19471624a8c10c102433c4f2eb7bc6a6,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 23"
uredinales-belgium-checklist:taxon:d2f85a9310dd849e72e4109972848835,uredinales-belgium-checklist:taxon:2fb4016eba4c407068fe5020059a6ae5,uredinales-belgium-checklist:taxon:d2f85a9310dd849e72e4109972848835,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:1c24f5a9371b480edea9d0e320287416,uredinales-belgium-checklist:taxon:ddcc5cb3ae17e170bbe58cf405e90e2e,uredinales-belgium-checklist:taxon:1c24f5a9371b480edea9d0e320287416,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:334a6a865bb132b01b2cb2164e42fd8b,uredinales-belgium-checklist:taxon:a21266d56613841f2d865411d5d6b411,uredinales-belgium-checklist:taxon:334a6a865bb132b01b2cb2164e42fd8b,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:0a10fbcf827eb52037dfcd2c63e500c9,uredinales-belgium-checklist:taxon:285cd158d077c93ff305c6c683c660cd,uredinales-belgium-checklist:taxon:0a10fbcf827eb52037dfcd2c63e500c9,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:108c6d6adc5d8860ac10853f8b4e574a,uredinales-belgium-checklist:taxon:550eef1a3b3ff5de5ee2ac09299f9916,uredinales-belgium-checklist:taxon:108c6d6adc5d8860ac10853f8b4e574a,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 25"
uredinales-belgium-checklist:taxon:ff5c573aa46967caba8b3b278c73b86b,uredinales-belgium-checklist:taxon:9b2a1cd2986a3583ca4194fac2069141,uredinales-belgium-checklist:taxon:ff5c573aa46967caba8b3b278c73b86b,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 25"
uredinales-belgium-checklist:taxon:0c791d813d9b408132220ba6467fbafb,uredinales-belgium-checklist:taxon:62c31a28eadf4815a382bb3de82de3e8,uredinales-belgium-checklist:taxon:0c791d813d9b408132220ba6467fbafb,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 8"
uredinales-belgium-checklist:taxon:d382a8a0be2051e695434d3202440329,uredinales-belgium-checklist:taxon:0c7f30a0959d9f5fcb53e63454e9957a,uredinales-belgium-checklist:taxon:d382a8a0be2051e695434d3202440329,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 8"
uredinales-belgium-checklist:taxon:ba198397f1108c7a2b9f73965bbbff08,uredinales-belgium-checklist:taxon:7ea6ddc2f162022d8f1361c6f03ce417,uredinales-belgium-checklist:taxon:ba198397f1108c7a2b9f73965bbbff08,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 9"
uredinales-belgium-checklist:taxon:e602a269a54eacb2051f220265b87ba2,uredinales-belgium-checklist:taxon:0c7f30a0959d9f5fcb53e63454e9957a,uredinales-belgium-checklist:taxon:e602a269a54eacb2051f220265b87ba2,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 9"
uredinales-belgium-checklist:taxon:23c030542b144b8d862b51f1783b0987,uredinales-belgium-checklist:taxon:46a6db3eaa9b15d7d7ec5fe052a35a1b,uredinales-belgium-checklist:taxon:23c030542b144b8d862b51f1783b0987,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 9"
uredinales-belgium-checklist:taxon:5c12fc1e2ff829e22f509f8821d20a79,uredinales-belgium-checklist:taxon:ab1625319d105683c39a7cdc7f83ff5c,uredinales-belgium-checklist:taxon:5c12fc1e2ff829e22f509f8821d20a79,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 10"
