"taxonID","locationID","locality","countryCode","occurrenceStatus","establishmentMeans","eventDate","source"
"uredinales-belgium-checklist:taxon:4c2af508082118cd942d179d45935d7b","ISO_3166-2:BE","Belgium","BE","doubtful","","","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 23"
"uredinales-belgium-checklist:taxon:db8bd1cd048b451ea1ad96b20376bc99","ISO_3166-2:BE","Belgium","BE","present","","1920-08-03/1995-09-09","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 23"
"uredinales-belgium-checklist:taxon:19471624a8c10c102433c4f2eb7bc6a6","ISO_3166-2:BE","Belgium","BE","present","introduced","1885-10/1996-09-16","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 23"
"uredinales-belgium-checklist:taxon:d2f85a9310dd849e72e4109972848835","ISO_3166-2:BE","Belgium","BE","present","introduced","1875-08-22/1991-09-12","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24"
"uredinales-belgium-checklist:taxon:1c24f5a9371b480edea9d0e320287416","ISO_3166-2:BE","Belgium","BE","present","","1902-07","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24"
"uredinales-belgium-checklist:taxon:334a6a865bb132b01b2cb2164e42fd8b","ISO_3166-2:BE","Belgium","BE","present","","1994-06-05","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24"
"uredinales-belgium-checklist:taxon:0a10fbcf827eb52037dfcd2c63e500c9","ISO_3166-2:BE","Belgium","BE","present","alien","1852-11","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24"
"uredinales-belgium-checklist:taxon:108c6d6adc5d8860ac10853f8b4e574a","ISO_3166-2:BE","Belgium","BE","present","","1887-08/1901-08-29","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 25"
"uredinales-belgium-checklist:taxon:ff5c573aa46967caba8b3b278c73b86b","ISO_3166-2:BE","Belgium","BE","present","","1895-10-08/2005-10-02","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 25"
"uredinales-belgium-checklist:taxon:0c791d813d9b408132220ba6467fbafb","ISO_3166-2:BE","Belgium","BE","present","","2000-07-15","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 8"
"uredinales-belgium-checklist:taxon:d382a8a0be2051e695434d3202440329","ISO_3166-2:BE","Belgium","BE","present","","1966-05-14/2010-05-15","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 8"
"uredinales-belgium-checklist:taxon:ba198397f1108c7a2b9f73965bbbff08","ISO_3166-2:BE","Belgium","BE","present","introduced","1899-06-17/2002-09-05","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 9"
"uredinales-belgium-checklist:taxon:e602a269a54eacb2051f220265b87ba2","ISO_3166-2:BE","Belgium","BE","present","introduced","1878-04-07/2009-04-12","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 9"
"uredinales-belgium-checklist:taxon:23c030542b144b8d862b51f1783b0987","ISO_3166-2:BE","Belgium","BE","present","","1974-11-19/2010-06-28","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 9"
"uredinales-belgium-checklist:taxon:5c12fc1e2ff829e22f509f8821d20a79","ISO_3166-2:BE","Belgium","BE","present","","","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 10"
"uredinales-belgium-checklist:taxon:ed9b3b82715211454fb0c8ea1536ed6e","ISO_3166-2:BE","Belgium","BE","present","introduced","1856-08-29/1996-11-10","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 11"
"uredinales-belgium-checklist:taxon:1c7ac3a23fdc957d1ec551dabe99ae4e","ISO_3166-2:BE","Belgium","BE","present","alien","1947-07","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 11"
"uredinales-belgium-checklist:taxon:271427820062bf6da5f8366734b9c31a","ISO_3166-2:BE","Belgium","BE","present","","1878","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 11"
"uredinales-belgium-checklist:taxon:d09911a1de25c5bc7fd8b038e68dfcf5","ISO_3166-2:BE","Belgium","BE","present","introduced","1856-07-12/2007-10-28","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 11"
"uredinales-belgium-checklist:taxon:df3c9aaaf6c930d84f6a4073a6a01e7b","ISO_3166-2:BE","Belgium","BE","present","introduced","1898-08/1995-04-30","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 12"
"uredinales-belgium-checklist:taxon:3dadf92b26f29c4aeca439c14ab8ff76","ISO_3166-2:BE","Belgium","BE","present","","1886-10","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 13"
"uredinales-belgium-checklist:taxon:c7aaa5e7529328d9adac22a2d12774f1","ISO_3166-2:BE","Belgium","BE","present","","1999-11-09","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 13"
"uredinales-belgium-checklist:taxon:403cd23428f06a60348d75b9186d5910","ISO_3166-2:BE","Belgium","BE","present","","NA/2010-05-07","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 13"
"uredinales-belgium-checklist:taxon:cbfb269e4d5be1bb8ed08690283bfb16","ISO_3166-2:BE","Belgium","BE","present","introduced","1856-08-22/2007-07-07","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 13"
"uredinales-belgium-checklist:taxon:6cae8f9eaa08088a868ee61f0d676929","ISO_3166-2:BE","Belgium","BE","present","introduced","1901-09/1995-04-05","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 13"
"uredinales-belgium-checklist:taxon:fbb44b15719620150218d590c8c9cfe8","ISO_3166-2:BE","Belgium","BE","present","","1994-08-21","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 14"
"uredinales-belgium-checklist:taxon:4b7252d698a65bd5f3bad224fbe0dfc3","ISO_3166-2:BE","Belgium","BE","present","introduced","1884-07/1995-05-07","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 14"
"uredinales-belgium-checklist:taxon:d5443c351beb067788143df5b229fda1","ISO_3166-2:BE","Belgium","BE","present","introduced","1894-06-03/1998-06-08","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 14"
"uredinales-belgium-checklist:taxon:b96e72eeddbcfe45a3ea4ce557fbf324","ISO_3166-2:BE","Belgium","BE","present","","","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 15"
"uredinales-belgium-checklist:taxon:5d27837909fc4bb6f9faf31c8673b77f","ISO_3166-2:BE","Belgium","BE","present","","1904-05-28/1904-06","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 15"
"uredinales-belgium-checklist:taxon:9ef788ecee8a31472da5698ce166223e","ISO_3166-2:BE","Belgium","BE","present","","1958-11-08/2008-03-01","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 15"
"uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4","ISO_3166-2:BE","Belgium","BE","present","introduced","1883-09/2009-09-28","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 15"
"uredinales-belgium-checklist:taxon:c6c9df22a5ce2c270dae4386ad15a302","ISO_3166-2:BE","Belgium","BE","present","","1901-08-13","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 16"
"uredinales-belgium-checklist:taxon:eea0d7ccf4fce66d80e465273b6fd6a3","ISO_3166-2:BE","Belgium","BE","present","introduced","1921-08-19/2009-05-17","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 16"
"uredinales-belgium-checklist:taxon:d8b2994ac7f03239b857017577c71c76","ISO_3166-2:BE","Belgium","BE","doubtful","","1852","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 16"
"uredinales-belgium-checklist:taxon:48f0f233ea55be5ecfb5231f49b8cd6f","ISO_3166-2:BE","Belgium","BE","present","introduced","1856-10-07/2008-08-09","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 16"
"uredinales-belgium-checklist:taxon:2ea3a578b6ca375f16342f76d10e0818","ISO_3166-2:BE","Belgium","BE","present","","2000-09-21/2010-06-08","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 17"
"uredinales-belgium-checklist:taxon:ae051dc9873668ab0e26193146c88a0e","ISO_3166-2:BE","Belgium","BE","present","","1913-09","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 17"
"uredinales-belgium-checklist:taxon:54574201b89b95dfb4d625a0e3e884ca","ISO_3166-2:BE","Belgium","BE","present","","1890-09","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 18"
"uredinales-belgium-checklist:taxon:f73f6bce5073b3b2767a0e0527657fa1","ISO_3166-2:BE","Belgium","BE","doubtful","","","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 18"
"uredinales-belgium-checklist:taxon:a2563870a4edbfb12081a961c92a56c6","ISO_3166-2:BE","Belgium","BE","present","","2004-09-08","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 18"
"uredinales-belgium-checklist:taxon:9e309da9ac55e471bb108fe29a753532","ISO_3166-2:BE","Belgium","BE","present","","1999-11-09","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 18"
"uredinales-belgium-checklist:taxon:4fc0efa241f09ec4e207e650e6e57417","ISO_3166-2:BE","Belgium","BE","present","introduced","1886-08/2005-08-06","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 18"
"uredinales-belgium-checklist:taxon:7dcc21d803dc9832095c4b34b1abdc7f","ISO_3166-2:BE","Belgium","BE","present","","","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 19"
"uredinales-belgium-checklist:taxon:a58793a4327d87f139958d4425853db5","ISO_3166-2:BE","Belgium","BE","absent","alien","1850/2012","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 19"
"uredinales-belgium-checklist:taxon:c76928e0046afca913a805b728e25b5f","ISO_3166-2:BE","Belgium","BE","present","","2000-06-25/2009-09-07","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 20"
"uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026","ISO_3166-2:BE","Belgium","BE","present","introduced","1887-09/2009-05-25","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 20"
"uredinales-belgium-checklist:taxon:73bc6d0af2f7d1fd1e283d1798226870","ISO_3166-2:BE","Belgium","BE","present","","","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 21"
"uredinales-belgium-checklist:taxon:ca547b32a81f973acf1c48b4838fd23e","ISO_3166-2:BE","Belgium","BE","present","","1995-09-25","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 21"
"uredinales-belgium-checklist:taxon:a2b0193d466e8330d7e8f952c57ebb83","ISO_3166-2:BE","Belgium","BE","present","","1901-09/1918-08-01","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 21"
"uredinales-belgium-checklist:taxon:a524d736057aac75a523ab1139777517","ISO_3166-2:BE","Belgium","BE","present","","1994-08-03","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 21"
"uredinales-belgium-checklist:taxon:57c9526d3a45c504c2bf511883baf2fc","ISO_3166-2:BE","Belgium","BE","doubtful","","NA/1939","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 22"
"uredinales-belgium-checklist:taxon:be72f76401cc11d9c5b743dc44d1858c","ISO_3166-2:BE","Belgium","BE","present","","1990-06-05","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 22"
"uredinales-belgium-checklist:taxon:441148b4b7fc5b2f7f146e8afc07bfb7","ISO_3166-2:BE","Belgium","BE","present","","1901-07-31","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 22"
"uredinales-belgium-checklist:taxon:570382a07724b3e523b6e3285c4c7c3e","ISO_3166-2:BE","Belgium","BE","present","","1919-06/1933-05-28","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 22"
"uredinales-belgium-checklist:taxon:6ab8f2efaf0923829338c03b9c70ca87","ISO_3166-2:BE","Belgium","BE","present","","NA/2001-07-21","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 22"
"uredinales-belgium-checklist:taxon:6fc5756ebd5e78f3f69019161e61bf14","ISO_3166-2:BE","Belgium","BE","present","","1901-07","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 23"
"uredinales-belgium-checklist:taxon:801e6e8a127c8b64c89baad13f9c2c20","ISO_3166-2:BE","Belgium","BE","doubtful","","","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 23"
"uredinales-belgium-checklist:taxon:ca344e878291e4da23bd0f54e84d500a","ISO_3166-2:BE","Belgium","BE","present","","","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 23"
"uredinales-belgium-checklist:taxon:3acf7e305d108bb2ef09261c41771921","ISO_3166-2:BE","Belgium","BE","present","","1997-07-21","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 23"
"uredinales-belgium-checklist:taxon:4f00262b2e2525f42d9444b4e6b74524","ISO_3166-2:BE","Belgium","BE","present","introduced","1900-06-24/2005-10-15","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 24"
"uredinales-belgium-checklist:taxon:35e95955cf163ed84797f5c14c6b8b5e","ISO_3166-2:BE","Belgium","BE","present","","1890-09","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 24"
"uredinales-belgium-checklist:taxon:996f090dae469f99eb514c1aaee58e19","ISO_3166-2:BE","Belgium","BE","present","","1998-07-11/2010-11-03","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 24"
"uredinales-belgium-checklist:taxon:d26ebb60aac981cd10bc0a3b201c8ffc","ISO_3166-2:BE","Belgium","BE","present","","1902-07-04","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 24"
"uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a","ISO_3166-2:BE","Belgium","BE","present","","1901-07/1967-09-18","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 24"
"uredinales-belgium-checklist:taxon:1941560fbd4a687d078843287a4ef75c","ISO_3166-2:BE","Belgium","BE","present","alien","","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 25"
"uredinales-belgium-checklist:taxon:95cbfb50aaecbbea750d2ecbd5af3000","ISO_3166-2:BE","Belgium","BE","doubtful","alien","","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 25"
"uredinales-belgium-checklist:taxon:d26987fb1b1fa377366d7d8c717024c9","ISO_3166-2:BE","Belgium","BE","present","","1994-12-30","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 25"
"uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae","ISO_3166-2:BE","Belgium","BE","present","introduced","1878-10-18/2009-09-27","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 26"
"uredinales-belgium-checklist:taxon:77af5d07a0c824b898507352d4765e28","ISO_3166-2:BE","Belgium","BE","present","introduced","1901-08/1986-10-14","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 26"
"uredinales-belgium-checklist:taxon:4d9a6e5aab86252957bf5ecbfb4017be","ISO_3166-2:BE","Belgium","BE","present","introduced","1901-09-03/2007-04-03","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 27"
"uredinales-belgium-checklist:taxon:c399c6a25f5daef1ecc950f0cbd6a672","ISO_3166-2:BE","Belgium","BE","present","","1902-07-16","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 27"
"uredinales-belgium-checklist:taxon:838deb6e0b88a9d2c49aebfe29ffc0fe","ISO_3166-2:BE","Belgium","BE","present","","1998-06-29/1998-09-04","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 28"
"uredinales-belgium-checklist:taxon:9d3535a0dd45d9877aa72028d53d62f6","ISO_3166-2:BE","Belgium","BE","present","","1890-08","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 28"
"uredinales-belgium-checklist:taxon:447391a8bbbaa0b7f296c5010715a40e","ISO_3166-2:BE","Belgium","BE","present","","1943-04-20/1994-05-01","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 28"
"uredinales-belgium-checklist:taxon:074df316ab36eddf429854fe998cf8be","ISO_3166-2:BE","Belgium","BE","doubtful","","","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 28"
"uredinales-belgium-checklist:taxon:064aa7cc71a66049506042ad81d92e22","ISO_3166-2:BE","Belgium","BE","present","alien","2009-09-08","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 29"
"uredinales-belgium-checklist:taxon:6524d9eb1a884be0f880bbd77269f5a0","ISO_3166-2:BE","Belgium","BE","doubtful","","","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 29"
"uredinales-belgium-checklist:taxon:eb2b1c065814ea72966f47061e566161","ISO_3166-2:BE","Belgium","BE","present","","1995-09-09/2010-09-09","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 29"
"uredinales-belgium-checklist:taxon:051261a80d7d75ed856a93e53a51a6c3","ISO_3166-2:BE","Belgium","BE","present","introduced","1857-10-14/2011-03-24","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 30"
"uredinales-belgium-checklist:taxon:d822c723dbe597b67e168abf5b7ae127","ISO_3166-2:BE","Belgium","BE","present","","1890-10","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 30"
"uredinales-belgium-checklist:taxon:8808f5d439c6a8f674c935e2ad225cbc","ISO_3166-2:BE","Belgium","BE","present","introduced","1899-05-16/2010-04-12","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 30"
"uredinales-belgium-checklist:taxon:e804547cca3787d9c8324043d61d05da","ISO_3166-2:BE","Belgium","BE","present","","1897-04-16","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 31"
"uredinales-belgium-checklist:taxon:82e50c57f5c4cfa0e8803c11f683a7b3","ISO_3166-2:BE","Belgium","BE","present","","1917-09-13","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 31"
"uredinales-belgium-checklist:taxon:e1ad30f49051cdd8b294fd013da4d82f","ISO_3166-2:BE","Belgium","BE","present","introduced","1860-06-24/2008-10-18","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 31"
"uredinales-belgium-checklist:taxon:380e95d56cc245331dadbd16e9e04532","ISO_3166-2:BE","Belgium","BE","present","","2004-05-20","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 31"
